Label,H_Mean,H_Std,H_Skew,S_Mean,S_Std,S_Skew,V_Mean,V_Std,V_Skew,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity
Pepper__bell___Bacterial_spot,0.306995567095547,0.12406612434229,2.19553212740175,0.454334707739292,0.25546301798142,1.20027449571676,0.438205201722374,0.207242041834865,-1.07625524960393,1784.44636071277,0.563750639086637,0.910147343739545,0.972664730993983
Pepper__bell___Bacterial_spot,0.279875443528666,0.118238311360511,2.60585282547313,0.524967476614139,0.26035885618184,0.569681660637842,0.312273717169224,0.186541544652914,0.110083134038796,1407.69831279189,0.679765827117634,0.91088872071176,0.978435993982967
Pepper__bell___Bacterial_spot,0.282460215238661,0.13797374918447,1.8864281177232,0.475351544782401,0.260960767246101,0.954265291774176,0.361067580099655,0.184481687660336,-0.744235238739163,1634.16690233112,0.682909019404136,0.895787251787437,0.974966806030467
Pepper__bell___Bacterial_spot,0.247033165647295,0.143073746944841,2.11810483738736,0.623870629996613,0.217888252796045,0.391088531501073,0.441309260993123,0.220168585692771,-0.983412990624993,1964.41575527249,0.493594043385504,0.910717770467942,0.969907846886145
Pepper__bell___Bacterial_spot,0.230970433328808,0.125123416876971,2.97921523184666,0.705161261642122,0.185980051580839,0.0139654333403053,0.498340109390316,0.227145622100772,-1.1114784693837,1456.8857969993,0.570659395800729,0.925520699880891,0.977682509237143
Pepper__bell___Bacterial_spot,0.287488861374759,0.18418735536191,1.29013493403041,0.687712525756118,0.284933802321474,-0.386396325238605,0.239229324119652,0.212651190667793,0.668457620132534,3750.57328879025,0.575631400590363,0.809286928604578,0.942546365061424
Pepper__bell___Bacterial_spot,0.299810119059581,0.121337182667202,2.14142616007648,0.460372119257808,0.253031829408833,1.11613185453731,0.49641284992328,0.246912432450936,-0.775460932095992,1524.46033029224,0.540941414278836,0.925803375576556,0.976647360136455
Pepper__bell___Bacterial_spot,0.276606079865775,0.152036468271907,1.83715243137879,0.692501164595989,0.263411185588511,-0.273343934694854,0.403706087548266,0.249245580027561,-0.405192177522266,2335.85098873375,0.630011412081815,0.867911055966777,0.964217968922583
Pepper__bell___Bacterial_spot,0.279463070529803,0.124457095064127,2.18143983361962,0.572135693395207,0.257849325123436,0.351113745637119,0.33819356937328,0.207614707129247,0.0602533961935528,1560.65504145764,0.567420514003828,0.920775226849043,0.976092906840416
Pepper__bell___Bacterial_spot,0.272387308681121,0.169831050774713,1.55571004637731,0.633993357402484,0.289804708444218,0.032084270792751,0.2828941810975,0.227533863587943,0.343963569017827,3152.69922039874,0.56070873564129,0.843049103346063,0.951704975177715
Pepper__bell___Bacterial_spot,0.302911618767471,0.150352107738848,1.4291059446897,0.577654648209228,0.290621790627559,0.282375474092811,0.358986272768902,0.239000575960276,-0.241311289140886,2436.41945402347,0.508215887932511,0.887455241963398,0.962677398069493
Pepper__bell___Bacterial_spot,0.275698598266918,0.127829470241787,2.18377963328513,0.572228598512875,0.285859329603296,0.20962481937454,0.374858706760809,0.25102639387173,0.154227641688002,1631.42859580172,0.53181437971153,0.921650335978558,0.975008753128037
Pepper__bell___Bacterial_spot,0.266303076086224,0.117163525621356,2.71204481621786,0.56667308247396,0.274816034038172,0.231061601908462,0.316624652504006,0.202395944787016,0.303485340614509,1409.5068657836,0.612547125210646,0.922588711623436,0.978408289433462
Pepper__bell___Bacterial_spot,0.266159162300537,0.144944245676275,2.07886744182585,0.647425464556248,0.264508448744412,-0.150725717438376,0.297530985340057,0.206743985734267,0.357104370214934,2008.96177959162,0.64106775083698,0.883449820547745,0.969225462935177
Pepper__bell___Bacterial_spot,0.238642563454305,0.138109261242374,2.54790084697873,0.736133133364263,0.200044771010987,-0.416104445464776,0.468311349027495,0.226307864940328,-1.01511643025239,1777.51635127595,0.601559961603226,0.904396448585139,0.972770889226778
Pepper__bell___Bacterial_spot,0.291227115859115,0.130833362019329,2.07827224011968,0.593684908718285,0.278148437960973,0.120414607065337,0.300297757278001,0.189185861990654,0.10061907792773,1763.50839139191,0.569646376172171,0.910336383550846,0.97298547194559
Pepper__bell___Bacterial_spot,0.2639644703716,0.178734718411584,1.61367310468445,0.640225815051725,0.293481824546022,-0.062816992730107,0.279813679738338,0.232047018871739,0.508100202327477,3020.88418557107,0.560816076066072,0.849571650207208,0.953724200588678
Pepper__bell___Bacterial_spot,0.274106949833929,0.116062017388769,2.57397231433412,0.530665629804624,0.255467633755263,0.570858955201228,0.334118224697451,0.187940777625965,-0.0260528433187673,1289.31853841441,0.624150553222181,0.927450380630951,0.980249409644387
Pepper__bell___Bacterial_spot,0.29973771814443,0.118459618512657,2.48357233450538,0.549619197168487,0.267733925428179,0.398357422707146,0.319509870119557,0.191828525707593,0.0722394168833901,1542.26075693769,0.576988739722606,0.920445522296519,0.976374682032204
Pepper__bell___Bacterial_spot,0.251510744024284,0.134106577258113,2.40659378845233,0.609819171087013,0.218066563962585,0.507676946400896,0.522530086052697,0.249860042537795,-1.08023567637522,1716.57214660197,0.506134020304451,0.920531830343884,0.973704470793475
Pepper__bell___Bacterial_spot,0.261138685846497,0.160661666469444,1.61830269817698,0.623972033939258,0.289506078646742,-0.064072660500999,0.256410876903131,0.222700220436645,0.718300029565952,2400.9683456825,0.614653079007663,0.868264718672906,0.963220460390893
Pepper__bell___Bacterial_spot,0.220104602319634,0.143154682882419,2.71117489450875,0.726282587347307,0.209713367112592,-0.302772271167531,0.546254186445865,0.260560722550626,-1.10594415862873,1693.54613943441,0.567898639402903,0.914046147556185,0.974057197618958
Pepper__bell___Bacterial_spot,0.280641510612718,0.150115673424728,1.68800940883329,0.627231730037359,0.283647179309255,-0.0111489332867547,0.281958474372983,0.236039313096078,0.593692735306989,2462.35094131431,0.562352788962329,0.876686312836567,0.962280163276435
Pepper__bell___Bacterial_spot,0.30823075697117,0.110810214652994,2.69008629593817,0.476513506305152,0.275100611162945,0.739708097441612,0.357549279342059,0.196487592768141,-0.224448244716369,1438.71874177139,0.543836345358983,0.929487476769401,0.977960803588061
Pepper__bell___Bacterial_spot,0.254435436188253,0.137003172601049,2.10851947258255,0.58515798676539,0.277431090695902,0.209556339870443,0.353837169628749,0.233384050251948,0.186879092564076,1798.34648191653,0.510953479060108,0.91633833019166,0.97245180021574
Pepper__bell___Bacterial_spot,0.296367279599455,0.117995664412226,2.6278939689145,0.569541317535578,0.27418567690371,0.150467022527773,0.386948584728164,0.225348328475124,-0.0444550140405204,1661.18316922034,0.499885004765307,0.923742788589295,0.974552953902875
Pepper__bell___Bacterial_spot,0.289922904131808,0.11637558711802,2.37568777683222,0.526626088773597,0.245084670652503,0.557340431307858,0.390021185423831,0.179655880230172,-0.869110379768621,1536.7800292053,0.512426449645648,0.928222671627465,0.976458639258497
Pepper__bell___Bacterial_spot,0.261699555497823,0.13536606664839,2.38036376460115,0.701500588887521,0.269722564340662,-0.525838407906017,0.255738276367022,0.196372006710243,0.960550850045358,1817.58867959816,0.636423433594534,0.895558897693705,0.972157036158116
Pepper__bell___Bacterial_spot,0.294991372306388,0.122148590154948,1.7067822161515,0.501310958364165,0.289668633115439,0.571838732881949,0.390135641110468,0.223535613967521,-0.283325795950908,1394.51980410834,0.606088661254087,0.924203713671845,0.97863787064785
Pepper__bell___Bacterial_spot,0.26147009817883,0.162836258936825,1.92848588508931,0.644469473177692,0.250301471279728,0.196259112626659,0.473287410546103,0.284707910725725,-0.731991440796105,2384.37745268203,0.615119667162205,0.86895903690162,0.963474610099846
Pepper__bell___Bacterial_spot,0.30652307829289,0.122245242215625,1.90696801757983,0.604913651850301,0.213573349839506,0.406570881331262,0.419676142927829,0.187123044657218,-0.99976526470655,1471.73282096068,0.517829336659037,0.930682979842711,0.977455073208323
Pepper__bell___Bacterial_spot,0.282986919172402,0.125848923383346,2.38304670109929,0.64163068466974,0.264175068698913,-0.0571280699017519,0.47987742421549,0.250191661034471,-0.65814418916506,1689.12791496288,0.489426230173246,0.923502670104968,0.974124878753632
Pepper__bell___Bacterial_spot,0.294833487077049,0.127780872387779,1.7297259171826,0.57366121984223,0.260529973669391,0.409951466845282,0.393796561010967,0.238725153944848,-0.16237903015833,1828.00332358126,0.511100798399096,0.914947213629847,0.971997498106905
Pepper__bell___Bacterial_spot,0.292178014560132,0.120697134365973,2.29239464840409,0.559665204421201,0.27519720835336,0.312128969814318,0.339300784325108,0.214360522471665,-0.0193079656431038,1467.47397842157,0.637943225770142,0.915232464458401,0.977520312830552
Pepper__bell___Bacterial_spot,0.320950818158435,0.126102831659463,1.75733973637146,0.473013854183363,0.270127840699265,0.803736176072047,0.295689790878302,0.163727355316767,-0.31594318572853,1601.04986855196,0.612433416367456,0.912095151052042,0.975474113533211
Pepper__bell___Bacterial_spot,0.227877730817167,0.13754987152626,2.23466438138248,0.594537503852447,0.278440746282785,0.0169934453680545,0.341825942613229,0.275271066657749,0.433532559094352,1646.30298289037,0.529224108101342,0.921180080359647,0.974780897933665
Pepper__bell___Bacterial_spot,0.258285468324164,0.124729666485614,2.40054145541182,0.613357743960863,0.260136074825582,-0.00373786299991334,0.329532050719295,0.213398980974156,0.384272658866327,1450.01962732938,0.526011381195531,0.930894434829686,0.977787689532332
Pepper__bell___Bacterial_spot,0.295288982129107,0.135668853709892,1.87876793641389,0.58314787157226,0.311409329516509,-0.00569015731132072,0.272980435423689,0.222089014277388,0.793481047166246,1883.66388535537,0.583468053328363,0.901975837754241,0.971144854697375
Pepper__bell___Bacterial_spot,0.221331526056346,0.142328409894779,2.69261812755291,0.75410768028243,0.199907392214573,-0.448266512198382,0.535608301903889,0.258629036747447,-1.09769724802932,1763.39854093857,0.471379655347697,0.921994255108116,0.97298715470376
Pepper__bell___Bacterial_spot,0.284161557213783,0.151271148609142,1.79754047523568,0.656466574657809,0.279057703431688,-0.134610621410284,0.257718126982559,0.197428877563668,0.45003544731276,2481.55719711339,0.684644948940545,0.841777933781744,0.961985949799121
Pepper__bell___Bacterial_spot,0.310132655897014,0.184007158758781,1.18622163601553,0.736897425571959,0.278803093382502,-0.607695129027812,0.237041502789498,0.231769791941986,0.751567814820042,4201.34969971323,0.587010200448033,0.782556641054544,0.935641089158805
Pepper__bell___Bacterial_spot,0.294361841116242,0.116749805362352,2.34762640002668,0.376991172075707,0.25750647106727,1.63582791728124,0.637881277054462,0.274369252979323,-1.5701941285552,1479.64069422556,0.613980568868667,0.918577965485959,0.977333935443849
Pepper__bell___Bacterial_spot,0.269822701094456,0.126020216614142,2.1229476218095,0.548818773683379,0.274952036289159,0.315471195851809,0.362317245060509,0.233499153103808,0.12752525003404,1828.65684504152,0.567888683790418,0.907274185218843,0.971987487055124
Pepper__bell___Bacterial_spot,0.28079659100964,0.115487378945653,2.6777019698502,0.465544441680483,0.27608098038633,0.698028951504117,0.355921458657435,0.212530697468787,0.0233020023234517,1401.91017708346,0.619651350529173,0.92183254295302,0.97852466027752
Pepper__bell___Bacterial_spot,0.287005618355099,0.141270031975721,1.70139066455494,0.678315455469169,0.290131565297256,-0.437322809503046,0.269020718043306,0.228725236627026,0.789640688588882,1917.04493834617,0.584182845058076,0.900139805534547,0.970633502782687
Pepper__bell___Bacterial_spot,0.294872307061475,0.139744011043511,1.71291355846918,0.605532312458113,0.273289685593441,0.129921750956493,0.370762434396011,0.231623578473069,-0.0426858413909635,1804.91594146958,0.575575441849501,0.907311002248264,0.972351165112292
Pepper__bell___Bacterial_spot,0.19939718791075,0.14525063901963,2.86776615414397,0.748613465379227,0.175519654976095,-0.240434856664466,0.513437108030765,0.235487153572358,-1.33420463803523,1669.80391748259,0.564085419930519,0.915793364660504,0.974420895871897
Pepper__bell___Bacterial_spot,0.306302641854348,0.133778093477629,1.75726805657397,0.475846808422791,0.283882942520657,0.860667826000169,0.368427626625372,0.238799110732195,-0.102022900418571,1709.10378636645,0.630651297091158,0.902825079116012,0.973818875821592
Pepper__bell___Bacterial_spot,0.279277621676041,0.133393326517607,1.71762487069101,0.468933791437306,0.252592287675383,1.08410925276427,0.391039183562816,0.195322282325893,-0.678975995776705,1801.71166468384,0.560919053101868,0.909558516119574,0.972400250234623
Pepper__bell___Bacterial_spot,0.310482300180055,0.119340931892766,2.35779088565946,0.495569241436272,0.262037083106039,0.816275076610466,0.325248831345795,0.186718106737218,-0.153267170288279,1595.28544288098,0.634191631104452,0.90863972475059,0.975562416622534
Pepper__bell___Bacterial_spot,0.302964478145931,0.121942832289099,2.21998364242521,0.501029458747276,0.295864792782061,0.549929377700796,0.339842036578417,0.214231013890089,0.0240696236094416,1478.14720145516,0.683141669930559,0.905607426491526,0.977356813703199
Pepper__bell___Bacterial_spot,0.288556984124856,0.120251166417103,2.37374553060525,0.484275881141531,0.274629589337099,0.598489354848764,0.434572893837899,0.252739959648878,-0.215938247682047,1583.28910864053,0.592720773230254,0.916169583617769,0.975746183997541
Pepper__bell___Bacterial_spot,0.220833888971908,0.144332386942636,2.66377202682078,0.690795122376826,0.190459560794454,0.115293858658662,0.503940636302768,0.234399388807462,-1.30152587498668,1898.95593792644,0.54402134040301,0.907170660679485,0.970910601441078
Pepper__bell___Bacterial_spot,0.271841658566128,0.126074002661811,2.12791996986533,0.52529799464058,0.285514608800402,0.430206727657934,0.41381367868625,0.256564889345509,-0.0452461382934949,1452.27944103075,0.593368925534308,0.922886085336499,0.977753072288132
Pepper__bell___Bacterial_spot,0.256152816654956,0.137274751092154,2.02091343661127,0.56108785390946,0.284936272005893,0.218408131189003,0.354967980103645,0.24168118877116,0.223504891917323,1922.78906271224,0.621654947044467,0.89268383786747,0.970545510681491
Pepper__bell___Bacterial_spot,0.214771171227587,0.136640869619539,2.83167545763464,0.670401493343842,0.200235896753648,0.204265739196217,0.540492391680565,0.238290746734119,-1.44013166738618,1741.40060131846,0.472810526646553,0.922759972332722,0.973324132945489
Pepper__bell___Bacterial_spot,0.264075914070601,0.151847409326531,2.25056934471239,0.548108661540614,0.242350257452286,0.537206446331981,0.395944521693567,0.200052581750048,-0.751798798604696,1713.94031412266,0.579740485260122,0.911163164472778,0.973744786854739
Pepper__bell___Bacterial_spot,0.256604468269971,0.159782889984262,1.90290488872481,0.683678950138086,0.226587192287183,0.049747080411331,0.439345996247221,0.253165526240689,-0.749184431037739,2342.4423591903,0.541745020994666,0.886347950648223,0.964116998174168
Pepper__bell___Bacterial_spot,0.284812822838681,0.122835344281415,2.20261285575007,0.571030532030836,0.230560983990001,0.636511425973857,0.35496245295764,0.173890892547902,-0.789075003137185,1458.65780227719,0.697814424785413,0.903514101605757,0.97765536454845
Pepper__bell___Bacterial_spot,0.204741419415436,0.152680645106838,2.57622009730926,0.723391680392928,0.210010243703565,-0.318894185364991,0.510638480286401,0.267984028765719,-0.910991523028675,1967.47615917783,0.483788433589627,0.911610036450744,0.969860965698869
Pepper__bell___Bacterial_spot,0.230523763648841,0.146884057409327,2.35456514466985,0.636199441864324,0.231994728835075,0.249766227620032,0.539453323355699,0.28773208225435,-0.861272319408347,1948.63771379827,0.531010450080331,0.906695043660586,0.970149544825394
Pepper__bell___Bacterial_spot,0.300112301653547,0.131846766660724,2.218451007799,0.603940494644962,0.256261684211458,0.164242082960418,0.376659992516868,0.185149798228929,-0.945189279763326,1752.29018803094,0.638695303340673,0.898848490822824,0.973157319423546
Pepper__bell___Bacterial_spot,0.285706700447855,0.124061014966323,2.06357296343645,0.392864632206718,0.280405032202394,1.22173395312349,0.392082589051152,0.242593876005977,-0.312603461905771,1390.09020283621,0.596062894417257,0.925861414640076,0.978705726059494
Pepper__bell___Bacterial_spot,0.255392568625482,0.133455702508374,2.19247592469422,0.504260042523433,0.283432796042197,0.713497381340828,0.425022992311367,0.249844627380887,-0.29824219778841,1921.3606362345,0.585044404985516,0.899750658030628,0.970567392214545
Pepper__bell___Bacterial_spot,0.297666336904416,0.120827276341298,2.18272890335437,0.540806500446067,0.246984512505646,0.703655756735646,0.311614975505001,0.164711410603226,-0.44257606192063,1604.40088171509,0.67507940534519,0.89968257117772,0.975422780610982
Pepper__bell___Bacterial_spot,0.278248639709547,0.144781650206471,1.911311673982,0.595933300914298,0.288030837864436,0.131484994859347,0.300019022303182,0.223211572654892,0.340680066994932,1948.56658654009,0.641762512819025,0.886889863997526,0.970150634397364
Pepper__bell___Bacterial_spot,0.278484394245403,0.117875392670178,2.11190441842121,0.577264752027704,0.292768389160476,0.104481562199309,0.378628852653048,0.233626598458475,0.153681892677424,1246.21532706124,0.568227818275874,0.936595094070928,0.980909691681047
Pepper__bell___Bacterial_spot,0.282299222747861,0.130240062212241,2.4587503237371,0.582495865944265,0.275170058005598,0.145426667301833,0.445826843366609,0.264776513483252,-0.208952135879756,1791.26116151454,0.583982041063346,0.906627858290054,0.972560337599348
Pepper__bell___Bacterial_spot,0.252324039071162,0.142925572293301,1.97355344707912,0.589429828890429,0.298650649113486,0.110505857299834,0.355437996798771,0.248866436199173,0.228845781635649,1843.61117551645,0.42943782509875,0.92251200631456,0.971758407237799
Pepper__bell___Bacterial_spot,0.286594549206596,0.125385418809,1.7628516025359,0.439067991924279,0.245293597398023,1.360274272029,0.389853111702943,0.178383486083105,-0.968026474736415,1397.41883652522,0.637196702133777,0.919386997208867,0.978593461450288
Pepper__bell___Bacterial_spot,0.288695399205128,0.129521128832119,1.76802102505661,0.514879073184552,0.284802440482706,0.487289917649432,0.357975956735905,0.216469605896281,-0.121841416152861,1732.51863656776,0.635655490033017,0.900554736592403,0.973460192454538
Pepper__bell___Bacterial_spot,0.310491254587237,0.123178917217758,1.90560603762799,0.511284361544281,0.239635466105483,0.965746502032682,0.427475452725883,0.216891008123128,-0.681090582478705,1374.13754944115,0.625239779730631,0.922662341531313,0.978950098813708
Pepper__bell___Bacterial_spot,0.29498068204521,0.119979071142487,1.84226262761161,0.490746040053184,0.24108707018108,0.859689719420535,0.347420606200334,0.165440728424364,-0.707090144543705,1576.2837574393,0.615488870341912,0.913000617789775,0.975853496362756
Pepper__bell___Bacterial_spot,0.287906958395289,0.12348931063715,2.3516606718188,0.540348039543637,0.223614475319764,0.772079634316606,0.377280987865954,0.169700622866931,-0.993547463314264,1373.31327978412,0.656206662561902,0.917582426287689,0.978962725493503
Pepper__bell___Bacterial_spot,0.280162018871849,0.15090251164587,1.757206880427,0.584854136874379,0.284933853160397,0.172808521397501,0.324287019206585,0.225621018599347,0.0751898122793864,2517.81488460912,0.551919258386146,0.875933801234031,0.96143053179214
Pepper__bell___Bacterial_spot,0.3078113142016,0.143144907238077,1.86750867985045,0.618583774525246,0.263448356606994,0.127076982333503,0.315188763596281,0.205251248795566,-0.0776913250717355,2144.62384642174,0.619600384380323,0.88101473687096,0.967147306274177
Pepper__bell___Bacterial_spot,0.218867114322218,0.141139726585917,2.61095970438808,0.605594556722928,0.263036163722893,0.292779680746907,0.560709345784166,0.286871406107226,-0.957930396534786,1820.45271146012,0.548046830062037,0.910491555348375,0.972113163121015
Pepper__bell___Bacterial_spot,0.331633542710555,0.149401627141139,1.40461902023629,0.460435062781332,0.311325166477605,0.868045292017088,0.330383246426063,0.212439195110423,-0.377672208752665,1962.72977196192,0.588450167098,0.897126454275797,0.969933673836368
Pepper__bell___Bacterial_spot,0.300270345281111,0.126019833752471,2.09894967727768,0.578761171313632,0.302595473800834,0.0725992295669398,0.294707164766596,0.233280746942431,0.532740697125706,1632.98563831947,0.528381249642113,0.92201268652879,0.974984901373783
Pepper__bell___Bacterial_spot,0.228151655575724,0.149054421098286,2.33752220291054,0.671700532709906,0.220027077847875,0.136783491831965,0.516022234089099,0.296389282322721,-0.546078037550762,1919.72095271559,0.505420221221447,0.911349969516796,0.970592509915509
Pepper__bell___Bacterial_spot,0.271634419660456,0.138513380952302,2.14852483474737,0.725158053002188,0.254910512823634,-0.61653906265698,0.457422386694961,0.269788591754736,-0.305833662322741,1997.13098478005,0.443093738359338,0.914765587237005,0.969406694473345
Pepper__bell___Bacterial_spot,0.278334905244373,0.126843281079035,2.42273381029412,0.581751607366733,0.281076688129866,0.155730852127435,0.373695211721306,0.221490452602526,-0.0536861726373739,1552.9986054714,0.576668992679457,0.919973889798408,0.976210192930892
Pepper__bell___Bacterial_spot,0.263569686605036,0.160794857956466,1.84608332969581,0.706320981251238,0.240350903151241,-0.167370675973958,0.397561621598535,0.255228162990693,-0.304939947051876,2495.71926521055,0.550558367021086,0.877360321684658,0.961769006354005
Pepper__bell___Bacterial_spot,0.297934929727549,0.196262238788633,1.65943489213784,0.581541827399716,0.298453209909315,0.23498121048907,0.273627949002532,0.219347443797288,0.423544719340888,2890.6915562224,0.534458773748425,0.861736567061247,0.955718572974534
Pepper__bell___Bacterial_spot,0.234040127154007,0.160293938047401,2.20176113977863,0.705211435967854,0.241177741355497,-0.226983642416361,0.530835977611248,0.346625667629006,-0.274332374439879,2191.28282127594,0.617926679584948,0.878778106509288,0.966432554821141
Pepper__bell___Bacterial_spot,0.289755130708855,0.18183711886621,1.35646599217118,0.623616624327719,0.320519927011743,-0.069604759355445,0.248123880340619,0.230414744208899,0.593923718820539,3505.79991262035,0.612800481067976,0.809087305183198,0.946295957220889
Pepper__bell___Bacterial_spot,0.289392635546296,0.127274847777547,1.99609539236423,0.590021939114717,0.266017375378276,0.179043010176517,0.330705606292948,0.225496599786499,0.303479954620286,1620.04863496777,0.518091371719721,0.923673904797879,0.975183078508459
Pepper__bell___Bacterial_spot,0.276431574358373,0.134257069465244,2.3060688444769,0.626311626763427,0.222437382883136,0.383544737811912,0.406452057746173,0.199660590983932,-0.930442989404839,1716.77176328897,0.636050392397761,0.901418773568769,0.973701412939814
Pepper__bell___Bacterial_spot,0.275714181565056,0.137304910971892,2.04062355613154,0.48686618415864,0.302092900044598,0.644287019697228,0.371130964535548,0.24664020112298,-0.00923701690597164,2025.96414743811,0.611279375519026,0.889151945321107,0.968965009996352
Pepper__bell___Bacterial_spot,0.275426018654588,0.131080686315272,2.06382929897093,0.557117011893754,0.25515289489284,0.53482044776063,0.34597158638445,0.207730886001127,-0.283087088201358,1762.24347079934,0.645550260386586,0.896732855047985,0.973004848792902
Pepper__bell___Bacterial_spot,0.282330893205991,0.135943527611141,2.16765977454308,0.687945859892495,0.240719568415766,-0.296553711697101,0.30122954834012,0.177475881046012,-0.203007263727764,1910.90418575663,0.591595469311763,0.899139035647142,0.970727570683875
Pepper__bell___Bacterial_spot,0.229475033257131,0.131403884916356,2.86265585472563,0.641917206148322,0.219354991191074,0.260662553785557,0.481981981981972,0.2222693135948,-1.02748038893597,1605.83732290764,0.518663702299677,0.92432782325202,0.975400776303498
Pepper__bell___Bacterial_spot,0.29338646365476,0.133463819675126,1.70699606372819,0.530170414980928,0.278474145211471,0.546132850895085,0.384519218438692,0.232545820855333,-0.13176480192603,1783.00267360761,0.535435186406506,0.914108888203304,0.972686846298903
Pepper__bell___Bacterial_spot,0.297782681556965,0.124052948631867,1.65213736486192,0.50077492463481,0.251315117372783,0.697686371824789,0.319425509983777,0.170556382317794,-0.180018756696891,1303.97067855021,0.638374358917999,0.924644976672008,0.980024958968287
Pepper__bell___Bacterial_spot,0.306067941979285,0.12327538048671,2.23453904479357,0.575447821238326,0.264265009286927,0.123345327307997,0.322008892954976,0.19246773360539,0.132888149188342,1712.58814915042,0.591005243431305,0.909666939764082,0.973765500166201
Pepper__bell___Bacterial_spot,0.281336702281701,0.131200885034991,1.76961181804716,0.521302814879186,0.250417078536194,0.694268035483266,0.356664058621203,0.177574346606117,-0.646155141931061,1422.99183358505,0.606727573846709,0.92257682759427,0.978201718235523
Pepper__bell___Bacterial_spot,0.283780365176568,0.128975162511117,1.93921677795381,0.525408172340308,0.225050318181328,0.874071699711834,0.388584613224317,0.182521248950173,-0.845086210286507,1376.24588681751,0.605309602170311,0.925274934564734,0.978917801978898
Pepper__bell___Bacterial_spot,0.27075980309561,0.130934867299113,2.38510921268126,0.605269563491249,0.275687440219988,0.0235181045870917,0.289659015193859,0.191723727931907,0.281486258992321,1852.00860404785,0.561917804797116,0.906995477897444,0.971629770158581
Pepper__bell___Bacterial_spot,0.280538298469772,0.140255374360413,1.91346079633077,0.57100417573664,0.276475190138625,0.281734078875357,0.410059118554826,0.259007619157654,-0.184040290179597,2369.83122604717,0.52923544988965,0.887114436260501,0.963697438326483
Pepper__bell___Bacterial_spot,0.268283093866179,0.128988277854073,2.23768938971985,0.585616975062837,0.27030651108751,0.249592075949775,0.312264061370997,0.214152857659232,0.26377867150067,1697.45086769487,0.627879435904194,0.903962703357067,0.973997382541439
Pepper__bell___Bacterial_spot,0.267872935223737,0.149143074758578,1.79585508753332,0.532715034326094,0.304601523936725,0.381701290388459,0.348846584685456,0.265151053758051,0.249861692963538,1948.87678194833,0.552276914886585,0.903626948974663,0.970145882629468
Pepper__bell___Bacterial_spot,0.234726551632875,0.146686001537366,2.35201672939448,0.641001479458732,0.212112589006318,0.27278282350328,0.442515631694704,0.224300170974628,-0.864186356544945,1926.68152931479,0.575242217406221,0.901075071051163,0.970485883435742
Pepper__bell___Bacterial_spot,0.212998729631589,0.142250068055947,2.77477989119388,0.800842839552584,0.193095145728046,-0.828297948841563,0.520943851330659,0.265806148413294,-0.739831615975631,1710.71547203996,0.456520197981406,0.9257672514854,0.973794187009192
