Label,Area,Perimeter,Eccentricity,Solidity,Extent,MajorAxisLength,MinorAxisLength,AspectRatio,EquivDiameter,ConvexArea,Circularity
Pepper__bell___Bacterial_spot,40081,1294.486,0.227233895163834,0.897992561724246,0.649653137966805,233.379895591969,227.274726805761,1.02686250632445,225.904214640918,44634,0.30057558201731
Pepper__bell___Bacterial_spot,42005,1276.573,0.489304054965076,0.906843696027634,0.692329245780591,250.599194644899,218.55088110186,1.14664005645487,231.262679817995,46320,0.323906410768521
Pepper__bell___Bacterial_spot,42258,1158.208,0.634202890496907,0.920673653020763,0.684939056016598,270.390402871243,209.056846353884,1.29338219525963,231.958092511166,45899,0.395863702280874
Pepper__bell___Bacterial_spot,32786,1352.047,0.65656743988308,0.846068488555134,0.601953512282892,244.912622543019,184.7295885543,1.32578989895291,204.314541121495,38751,0.225379660755811
Pepper__bell___Bacterial_spot,39535,1234.483,0.440062029379588,0.876782506486882,0.640803293568465,242.026574648433,217.331968420492,1.11362620238253,224.360258069705,45091,0.326002837263272
Pepper__bell___Bacterial_spot,35897,1292.525,0.821541385689141,0.841921335928888,0.556439112103175,290.921811875805,165.86874679921,1.75392783444597,213.788399912994,42637,0.270016382846222
Pepper__bell___Bacterial_spot,33506,1406.273,0.696452188287308,0.804214770899839,0.560600990496587,255.068567129285,183.038019419048,1.39352779241634,206.545791983028,41663,0.212908583780795
Pepper__bell___Bacterial_spot,30126,1056.453,0.440954418428191,0.897782810823698,0.62616395078151,209.401850722754,187.944338086446,1.11416950813617,195.851000826372,33556,0.339196196974507
Pepper__bell___Bacterial_spot,35116,1154.122,0.836996040019878,0.894037374611742,0.604603915221845,292.666209139366,160.149567407403,1.82745550848011,211.449946448137,39278,0.331292393855588
Pepper__bell___Bacterial_spot,42029,1272.502,0.736959061486335,0.882869446486714,0.681227308091286,286.363777037662,193.563981180266,1.47942698477033,231.328737569879,47605,0.326168467993929
Pepper__bell___Bacterial_spot,39253,1259.496,0.662042580165192,0.893352147295114,0.636232494813278,262.046010663237,196.394634323833,1.33428294294004,223.558654159237,43939,0.310948977586847
Pepper__bell___Bacterial_spot,34573,1517.194,0.701819774945926,0.800634523644111,0.553203405017921,264.061900197945,188.105695826159,1.40379534515522,209.808748102001,43182,0.188740324377704
Pepper__bell___Bacterial_spot,33349,1885.03,0.531868114891212,0.740841941575031,0.54053747406639,250.335007288104,211.990493535367,1.18087845880853,206.061315091826,45015,0.117938648594154
Pepper__bell___Bacterial_spot,30700,1298.133,0.82078458564736,0.834035154445924,0.528572166457189,270.742319110909,154.658256171083,1.75058432581455,197.708001920432,36809,0.228933769332544
Pepper__bell___Bacterial_spot,19366,1051.295,0.698218217041132,0.850243666856917,0.647410824725036,191.472422409621,137.072233534256,1.39687241881682,157.027249301964,22777,0.220191522182691
Pepper__bell___Bacterial_spot,38917,1271.326,0.430728587729867,0.892673639783466,0.670047003322946,238.446370914278,215.193441909853,1.10805593701209,222.599782934437,43596,0.30257661543924
Pepper__bell___Bacterial_spot,38752,1295.38,0.764663906839794,0.86672183578985,0.59130859375,282.066902653098,181.772173758155,1.55176062882091,222.127393262463,44711,0.290208153889496
Pepper__bell___Bacterial_spot,36127,1339.678,0.501586563028772,0.833725653097018,0.585564704356846,238.692484630054,206.49464943619,1.15592576021595,214.472201071951,43332,0.252953627656623
Pepper__bell___Bacterial_spot,32454,1193.226,0.590176334105404,0.881159892481877,0.613265306122449,230.45071242336,186.036951718322,1.2387362311348,203.277436487267,36831,0.286439350302538
Pepper__bell___Bacterial_spot,32118,1244.433,0.816738470638376,0.84008160703076,0.566455026455026,274.321848832139,158.285910506427,1.73307812397491,202.222421352836,38232,0.260624548094256
Pepper__bell___Bacterial_spot,39121,1200.545,0.48656886001147,0.898569033236098,0.618689903846154,241.526152003313,211.007445822164,1.14463331406262,223.182446060581,43537,0.341085238889607
Pepper__bell___Bacterial_spot,37859,1155.951,0.724775073454003,0.858811786856611,0.613637837136929,269.618316900396,185.763125297105,1.45140924211506,219.553127794,44083,0.35604111497408
Pepper__bell___Bacterial_spot,37099,1349.332,0.736669311448071,0.840942061836975,0.603824869791667,272.112810114048,184.017145535317,1.4787361760365,217.338247600669,44116,0.256055687902672
Pepper__bell___Bacterial_spot,32697,1199.62,0.401005975579395,0.896053713346122,0.635510204081633,215.993996936566,197.866795283338,1.09161315635234,204.037039270338,36490,0.285515950900291
Pepper__bell___Bacterial_spot,43185,1482.883,0.761201753438511,0.892713178294574,0.658950805664062,297.250394033134,192.771381761537,1.54198403993825,234.488485302345,48375,0.246790828058302
Pepper__bell___Bacterial_spot,40931,1421.671,0.743793368210891,0.901563876651982,0.674627505274262,286.924356395012,191.783001163631,1.49608857226197,228.287029429083,45400,0.25448606713463
Pepper__bell___Bacterial_spot,35207,1450.358,0.460325621814128,0.847952793834297,0.596233636471405,233.126539884228,206.958119842125,1.12644307003787,211.723746073724,41520,0.210323816921319
Pepper__bell___Bacterial_spot,35187,1170.797,0.488092803650708,0.903853069612124,0.695257854179016,228.66425702205,199.576273925302,1.14574870311305,211.663600698363,38930,0.322573660953728
Pepper__bell___Bacterial_spot,36585,1225.551,0.401714121213538,0.885278033199439,0.602996439873418,229.527670189588,210.193435663756,1.09198305582083,215.827404988653,41326,0.306090708101946
Pepper__bell___Bacterial_spot,33091,1022.396,0.626765805976998,0.931275152674978,0.827233638318084,234.592016002131,182.795902927055,1.28335489059481,205.262684808592,35533,0.39781529096844
Pepper__bell___Bacterial_spot,44323,1529.1,0.437071411954363,0.801732870269879,0.718409621369295,267.397963775305,240.504896712427,1.11181920796828,237.557985218971,55284,0.238213974570845
Pepper__bell___Bacterial_spot,42917,1272.177,0.638608058732324,0.904868329503047,0.654861450195312,270.513676775698,208.168974358688,1.29949084684246,233.759751756796,47429,0.333230036718481
Pepper__bell___Bacterial_spot,36732,1329.286,0.829396362103304,0.849000346700566,0.56048583984375,297.624177723821,166.270903975841,1.78999554706857,216.260571896987,43265,0.261226708376917
Pepper__bell___Bacterial_spot,37095,1264.193,0.639865630830183,0.868898154220931,0.644010416666667,253.147418905459,194.540451975997,1.30125851119485,217.326530621438,42692,0.291674509991229
Pepper__bell___Bacterial_spot,28415,1223.758,0.890867737342075,0.805162789379729,0.433578491210938,301.873255681777,137.129784755529,2.20136898938439,190.208048367175,35291,0.238433040304629
Pepper__bell___Bacterial_spot,31774,1041.128,0.563831274471253,0.860850717962612,0.679599606450785,226.705929805402,187.234160617892,1.21081499795362,201.136553849406,36910,0.368360880336794
Pepper__bell___Bacterial_spot,34585,1245.135,0.876685878120632,0.86938488223021,0.527725219726562,308.251469868185,148.288460513065,2.07872864012252,209.845156376471,39781,0.280326891955887
Pepper__bell___Bacterial_spot,40966,1194.638,0.494217377293804,0.914746337977849,0.70532532153372,247.971952121601,215.57153015677,1.15030009733321,228.384612418658,44784,0.360712152979948
Pepper__bell___Bacterial_spot,37955,1389.787,0.695441116531675,0.842826371771812,0.65602530420354,268.950195496099,193.263061825166,1.39162752031427,219.831314694752,45033,0.246934840567936
Pepper__bell___Bacterial_spot,42684,1239.146,0.725633599704545,0.90574205321903,0.69184387966805,286.303533315569,197.000108141118,1.45331663021464,233.124337484261,47126,0.349325280653741
Pepper__bell___Bacterial_spot,36321,1304.543,0.491233741841776,0.900595090503347,0.675613839285714,233.734882381741,203.589578036659,1.14806899565189,215.047282020317,40330,0.268195115256372
Pepper__bell___Bacterial_spot,36046,1226.143,0.475476759474294,0.882291029249786,0.606916756465517,235.069700326664,206.797463758801,1.13671461948314,214.23163312061,40855,0.301289985262781
Pepper__bell___Bacterial_spot,34228,1233.417,0.745867462426559,0.845636920644332,0.591606747787611,264.2577626441,176.020611644886,1.50128874212316,208.759294732463,40476,0.282729761900844
Pepper__bell___Bacterial_spot,41413,1283.813,0.42393486084894,0.882592387366267,0.654937373481781,244.509135631461,221.450134759933,1.10412728308576,229.627239817312,46922,0.31574975209744
Pepper__bell___Bacterial_spot,40168,1224.337,0.263941360338347,0.876934832441873,0.6129150390625,238.903478603641,230.431657427924,1.03676500559984,226.149256096327,45805,0.336734895224601
Pepper__bell___Bacterial_spot,35305,1375.542,0.558805698095472,0.836274486581235,0.556089339717742,244.438356817179,202.712390604423,1.20583826222138,212.018211781146,42217,0.234475985033338
Pepper__bell___Bacterial_spot,38153,1202.646,0.778564321328116,0.910594524928996,0.631504899364407,284.142721431559,178.317974528529,1.59346090702762,220.403966276201,41899,0.331484277408483
Pepper__bell___Bacterial_spot,38286,1219.472,0.835643639330219,0.86547460270814,0.584197998046875,303.587907546187,166.752331091299,1.82059168564167,220.787792257023,44237,0.323523768670894
Pepper__bell___Bacterial_spot,32470,1372.1,0.627728927233334,0.866351823687932,0.653793492268041,238.9838946733,186.032713445468,1.28463370902427,203.327538758405,37479,0.216730794965743
Pepper__bell___Bacterial_spot,34380,1363.216,0.678545145932435,0.800819920337285,0.539344879518072,256.099104161555,188.119825230795,1.3613615888031,209.222311305451,42931,0.232480422852572
Pepper__bell___Bacterial_spot,40592,1344.536,0.750468663687312,0.890351165800268,0.619384765625,283.129680651602,187.122114142743,1.51307440036522,227.339700888098,45591,0.282166495300797
Pepper__bell___Bacterial_spot,44612,1217.928,0.566589982648591,0.923605647799263,0.68072509765625,266.516924512844,219.609912089732,1.2135924192891,238.331203516713,48302,0.377936056881762
Pepper__bell___Bacterial_spot,34394,1141.093,0.55894395551203,0.880384979650344,0.645763316498,233.139696457728,193.320703580497,1.20597376349115,209.264906044041,39067,0.331933028610488
Pepper__bell___Bacterial_spot,40443,1396.771,0.636152581788844,0.89695934706913,0.62690662202381,264.657801756746,204.200241196101,1.29606997624741,226.922072323792,45089,0.260497049296691
Pepper__bell___Bacterial_spot,41556,1291.713,0.522377838332963,0.880908975282995,0.63409423828125,254.182495986568,216.745006897718,1.17272595860313,230.023352121071,47174,0.31297636398203
Pepper__bell___Bacterial_spot,44058,1217.173,0.605173301937064,0.903401751112387,0.672271728515625,270.435734580535,215.292200765574,1.25613344848941,236.846760294376,48769,0.373705958582056
Pepper__bell___Bacterial_spot,43089,1338.897,0.774478173987125,0.896753381893861,0.657485961914062,300.174918423261,189.890842728051,1.58077616651137,234.227707035469,48050,0.302052157597847
Pepper__bell___Bacterial_spot,35144,1166.683,0.326366140913174,0.875077811807475,0.607439159292035,223.306618812344,211.079114320554,1.05792853798515,211.534230232775,40161,0.324455630267685
Pepper__bell___Bacterial_spot,37875,1267.336,0.267693131908389,0.868493464801651,0.633700307857047,227.995142775497,219.674282815535,1.03787817059564,219.599516750024,43610,0.296332279825693
Pepper__bell___Bacterial_spot,39379,1289.104,0.710923420382432,0.879584543220907,0.656218233931577,272.775455662727,191.834639062739,1.42193014251986,223.917172258239,44770,0.297782132298649
Pepper__bell___Bacterial_spot,31601,1434.821,0.777176868760116,0.730946267897208,0.512205005186722,271.779026090986,171.025709375163,1.58911211117862,200.588242061133,43233,0.192892455290196
Pepper__bell___Bacterial_spot,39506,1332.902,0.679589406882473,0.881436858545292,0.650497266679839,265.719358689165,194.929779711146,1.36315425525499,224.277955792154,44820,0.279432221993035
Pepper__bell___Bacterial_spot,35015,1306.826,0.508159144952054,0.831670704479597,0.567540845435685,233.957040027046,201.498586746038,1.16108526518807,211.145643239215,42102,0.257649000410336
Pepper__bell___Bacterial_spot,32360,1172.503,0.645891969416924,0.855202304500647,0.61933014354067,238.681624942282,182.216431384811,1.30987981231081,202.982835894146,37839,0.295794743367765
Pepper__bell___Bacterial_spot,29386,2315.171,0.469353078742571,0.673743580337491,0.448394775390625,246.770373751789,217.90085128417,1.13248925966778,193.430652332011,43616,0.0688944425848866
Pepper__bell___Bacterial_spot,39118,1234.009,0.497838527401533,0.877085201793722,0.65581410944206,244.086619272055,211.688938652728,1.15304380486538,223.173888506138,44600,0.322812134946907
Pepper__bell___Bacterial_spot,38653,1182.538,0.351487914829161,0.887350780532599,0.626507391078838,234.025478784631,219.09287913301,1.06815648098976,221.843476628564,43560,0.347346446338293
Pepper__bell___Bacterial_spot,36680,1241.183,0.664185619183805,0.885990338164251,0.614940987124464,254.179975705059,190.016739345516,1.33767149452487,216.107442030315,41400,0.299204109272819
Pepper__bell___Bacterial_spot,40164,1387.813,0.641871764282668,0.878554554204217,0.650998443983402,266.301723746074,204.203356498851,1.30410061965642,226.137995645896,45716,0.262050456012321
Pepper__bell___Bacterial_spot,32936,1094.826,0.542350825609728,0.898981903540137,0.728640325649308,227.742895916752,191.3386764426,1.19026064228616,204.781389890286,36637,0.345295177565722
Pepper__bell___Bacterial_spot,34987,1327.098,0.678698958843709,0.886285337926842,0.691306065994863,250.065251573853,183.652068588802,1.36162502004674,211.061204278875,39476,0.249637933986853
Pepper__bell___Bacterial_spot,27345,1155.704,0.641816131197086,0.848591112214498,0.69633307868602,218.975356938403,167.923127281323,1.30402143220899,186.59243111869,32224,0.257273206245767
Pepper__bell___Bacterial_spot,38197,1292.227,0.597976732611601,0.8771240929549,0.619116312240664,251.374256359492,201.479850078448,1.24763968338083,220.531020244883,43548,0.287449459696021
Pepper__bell___Bacterial_spot,39636,1348.846,0.408159396372619,0.86002560374943,0.614397321428571,243.39292702213,222.196002180989,1.09539741774416,224.646661660312,46087,0.273763123311727
